,account_length,voice_mail_plan,voice_mail_messages,day_mins,evening_mins,night_mins,international_mins,customer_service_calls,international_plan,day_calls,day_charge,evening_calls,evening_charge,night_calls,night_charge,international_calls,international_charge,total_charge,churn
470,44.0,0.0,0.0,240.3,164.6,240.7,10.6,1.0,0.0,146.0,40.85,83.0,13.99,106.0,10.83,2.0,2.86,68.53,0
471,78.0,0.0,0.0,75.0,248.7,176.0,9.5,3.0,0.0,116.0,12.75,87.0,21.14,83.0,7.92,6.0,2.57,44.38,0
472,149.0,0.0,0.0,69.1,136.3,181.7,6.3,1.0,0.0,117.0,11.75,100.0,11.59,53.0,8.18,3.0,1.7,33.22,0
473,72.0,1.0,33.0,96.6,315.4,163.3,6.2,3.5,0.0,59.0,16.42,98.0,26.81,117.0,7.35,4.0,1.67,52.25,1
474,139.0,1.0,20.0,214.6,235.1,162.8,14.8,0.0,0.0,101.0,36.48,132.0,19.98,132.0,7.33,10.5,4.0,67.79,0
475,74.0,0.0,0.0,148.5,146.5,289.2,9.9,3.0,0.0,111.0,25.25,46.5,12.45,83.0,13.01,6.0,2.67,53.38,0
476,50.0,0.0,0.0,258.1,161.4,225.1,11.7,1.0,0.0,106.0,43.88,106.0,13.72,110.0,10.13,5.0,3.16,70.89,0
477,141.0,1.0,23.0,149.7,162.5,220.3,7.6,3.0,0.0,112.0,25.45,118.0,13.81,115.0,9.91,2.0,2.05,51.22,0
478,140.0,0.0,0.0,149.8,164.4,294.7,8.1,1.0,0.0,134.0,25.47,98.0,13.97,124.0,13.26,2.0,2.19,54.89,0
479,99.0,0.0,0.0,190.4,158.1,271.5,11.2,2.0,0.0,102.0,32.37,107.0,13.44,92.0,12.22,4.0,3.02,61.05,0
480,166.0,0.0,0.0,181.4,253.8,112.3,11.6,1.0,0.0,108.0,30.84,54.0,21.57,94.0,5.05,6.0,3.13,60.59,0
481,124.0,0.0,0.0,151.1,187.4,255.4,5.3,1.0,0.0,123.0,25.69,104.0,15.93,93.0,11.49,3.0,1.43,54.54,0
482,74.0,0.0,0.0,155.7,173.7,257.4,8.1,0.0,0.0,116.0,26.47,63.0,14.76,97.0,11.58,4.0,2.19,55.0,0
483,117.0,0.0,0.0,149.9,256.1,212.7,13.3,2.0,0.0,95.0,25.48,110.0,21.77,92.0,9.57,10.5,3.59,60.41,0
484,85.0,0.0,0.0,222.3,231.5,223.5,11.0,3.0,0.0,132.0,37.79,101.0,19.68,75.0,10.06,2.0,2.97,70.5,0
485,36.0,1.0,16.0,149.4,131.8,132.7,6.7,0.0,0.0,111.0,25.4,113.0,11.2,87.0,5.97,2.0,1.81,44.38,0
486,102.0,0.0,0.0,233.8,221.6,146.9,12.8,0.0,0.0,103.0,39.75,131.0,18.84,106.0,6.61,3.0,3.46,68.66,0
487,76.0,0.0,0.0,204.2,292.6,244.3,10.5,0.0,0.0,100.0,34.71,139.0,24.87,105.0,10.99,2.0,2.84,73.41,0
488,165.0,0.0,0.0,242.9,209.8,228.4,3.1000000000000005,1.0,0.0,126.0,41.29,65.0,17.83,126.0,10.28,0.0,0.8449999999999995,69.4,0
489,130.0,0.0,0.0,150.4,230.5,186.3,12.3,1.0,0.0,119.0,25.57,99.0,19.59,76.0,8.38,4.0,3.32,56.86,0
490,78.0,0.0,0.0,208.9,252.4,280.2,12.8,0.0,0.0,119.0,35.51,132.0,21.45,120.0,12.61,7.0,3.46,73.03,0
491,55.0,0.0,0.0,191.9,256.1,203.7,14.3,1.0,0.0,91.0,32.62,110.0,21.77,101.0,9.17,6.0,3.86,67.42,1
492,92.0,0.0,0.0,130.7,260.6,244.2,9.4,2.0,0.0,113.0,22.22,122.0,22.15,98.0,10.99,2.0,2.54,57.9,1
493,129.0,1.0,33.0,119.6,278.7,263.4,5.9,2.0,0.0,104.0,20.33,88.0,23.69,152.0,11.85,2.0,1.59,57.46,0
494,18.0,0.0,0.0,273.6,114.6,250.6,8.2,1.0,0.0,93.0,46.51,116.0,9.74,120.0,11.28,4.0,2.21,69.74,0
495,161.0,0.0,0.0,156.1,180.3,179.6,11.1,2.0,0.0,114.0,26.54,63.0,15.33,115.0,8.08,9.0,3.0,52.95,0
496,93.0,1.0,36.0,178.7,178.6,126.8,8.0,2.0,0.0,134.0,30.38,102.0,15.18,82.0,5.71,4.0,2.16,53.43,0
497,144.0,0.0,0.0,177.5,287.4,180.5,11.9,2.0,0.0,93.0,30.18,75.0,24.43,118.0,8.12,3.0,3.21,65.94,0
498,75.0,0.0,0.0,211.3,105.6,175.9,9.7,3.5,0.0,61.0,35.92,119.0,8.98,63.0,7.92,4.0,2.62,55.44,1
499,95.0,0.0,0.0,175.2,244.4,75.8,7.5,1.0,0.0,91.0,29.78,109.0,20.77,95.0,3.41,2.0,2.03,55.99,0
500,126.0,1.0,23.0,114.3,190.3,240.4,12.6,3.0,0.0,102.0,19.43,103.0,16.18,111.0,10.82,7.0,3.4,49.83,0
501,124.0,1.0,28.0,251.4,225.1,251.9,7.5,1.0,0.0,104.0,42.74,89.0,19.13,121.0,11.34,5.0,2.03,75.24,0
502,93.0,0.0,0.0,216.9,207.4,221.7,17.5,1.0,0.0,61.0,36.87,120.0,17.63,110.0,9.98,5.0,4.7250000000000005,69.21,1
503,109.0,1.0,26.0,217.2,145.5,280.7,9.3,0.0,0.0,138.0,36.92,111.0,12.37,76.0,12.63,3.0,2.51,64.43,0
504,80.0,0.0,0.0,206.3,154.9,263.6,12.4,0.0,0.0,97.0,35.07,98.0,13.17,82.0,11.86,10.5,3.35,63.45,0
505,41.0,0.0,0.0,159.3,125.9,261.9,11.1,1.0,0.0,66.0,27.08,75.0,10.7,76.0,11.79,5.0,3.0,52.57,0
506,136.0,1.0,31.0,143.1,236.6,227.8,11.4,2.0,0.0,88.0,24.33,65.0,20.11,120.0,10.25,5.0,3.08,57.77,0
507,92.0,0.0,0.0,154.0,329.8,288.0,5.6,3.0,0.0,122.0,26.18,88.0,28.03,117.0,12.96,2.0,1.51,68.68,1
508,143.0,1.0,24.0,186.6,222.0,234.9,11.6,1.0,0.0,69.0,31.72,116.0,18.87,138.0,10.57,5.0,3.13,64.29,0
509,118.0,1.0,26.0,170.8,199.5,169.7,9.6,3.5,0.0,114.0,29.04,125.0,16.96,98.0,7.64,5.0,2.59,56.23,1
510,193.0,1.0,17.0,124.0,202.9,205.1,12.3,1.0,0.0,102.0,21.08,81.0,17.25,129.0,9.23,3.0,3.32,50.88,0
511,73.0,0.0,0.0,198.3,279.3,146.2,14.8,3.0,0.0,94.0,33.71,101.0,23.74,87.0,6.58,8.0,4.0,68.03,0
512,62.0,0.0,0.0,172.8,204.8,240.8,9.1,2.0,0.0,101.0,29.38,97.0,17.41,90.0,10.84,8.0,2.46,60.09,0
513,30.0,1.0,30.0,217.4,213.8,227.2,6.6,0.0,0.0,74.0,36.96,86.0,18.17,104.0,10.22,3.0,1.78,67.13,0
514,60.0,1.0,29.0,265.9,215.8,108.1,14.0,0.0,0.0,113.0,45.2,94.0,18.34,82.0,4.86,10.5,3.78,72.18,1
515,148.0,1.0,14.0,93.6,193.8,144.9,17.5,1.0,0.0,137.0,15.91,72.0,16.47,84.0,6.52,5.0,4.7250000000000005,43.63,0
516,96.0,0.0,0.0,98.2,307.2,182.5,7.6,2.0,0.0,100.0,16.69,88.0,26.11,120.0,8.21,1.0,2.05,53.06,0
517,52.0,0.0,0.0,214.7,158.6,123.4,9.4,2.0,0.0,68.0,36.5,138.0,13.48,114.0,5.55,4.0,2.54,58.07,0
518,87.0,0.0,0.0,168.2,224.7,169.5,12.9,1.0,0.0,92.0,28.59,100.0,19.1,99.0,7.63,3.0,3.48,58.8,0
519,41.0,0.0,0.0,202.9,153.8,113.5,9.0,3.0,0.0,97.0,34.49,104.0,13.07,92.0,5.11,3.0,2.43,55.1,0
520,112.0,0.0,0.0,261.4,154.5,130.9,11.6,1.0,0.0,108.0,44.44,102.0,13.13,90.0,5.89,2.0,3.13,66.59,0
521,88.0,0.0,0.0,73.3,161.4,239.6,8.2,3.5,0.0,86.0,12.46,82.0,13.72,76.0,10.78,3.0,2.21,39.17,1
522,122.0,1.0,27.0,253.7,229.2,190.5,9.2,3.5,0.0,84.0,43.13,109.0,19.48,123.0,8.57,5.0,2.48,73.66,0
523,61.0,0.0,0.0,45.0,151.3,152.9,9.8,2.0,0.0,108.0,7.65,74.0,12.86,94.0,6.88,6.0,2.65,31.23,0
524,87.0,0.0,0.0,231.3,171.7,67.7,13.0,1.0,0.0,105.0,39.32,108.0,14.59,136.0,3.05,6.0,3.51,60.47,0
525,176.0,0.0,0.0,47.4,167.8,163.1,10.5,2.0,0.0,125.0,8.06,90.0,14.26,107.0,7.34,8.0,2.84,32.5,0
526,30.0,0.0,0.0,227.4,182.5,191.7,12.5,0.0,0.0,88.0,38.66,100.0,15.51,134.0,8.63,3.0,3.38,66.18,0
527,95.0,1.0,22.0,40.9,133.4,264.2,11.9,0.0,0.0,126.0,6.95,90.0,11.34,91.0,11.89,7.0,3.21,33.39,0
528,46.0,0.0,0.0,124.8,157.3,199.3,8.6,2.0,0.0,133.0,21.22,143.0,13.37,72.0,8.97,4.0,2.32,45.88,0
529,100.0,0.0,0.0,68.5,337.1,205.2,12.1,0.0,0.0,110.0,11.65,115.0,28.65,99.0,9.23,9.0,3.27,52.8,0
530,47.0,1.0,37.0,163.5,203.1,232.0,7.8,2.0,0.0,77.0,27.8,102.0,17.26,87.0,10.44,4.0,2.11,57.61,0
531,77.0,0.0,0.0,163.0,219.1,233.4,6.7,2.0,0.0,112.0,27.71,89.0,18.62,66.0,10.5,3.0,1.81,58.64,0
532,98.0,1.0,38.0,213.7,253.0,207.7,10.7,2.0,0.0,61.0,36.33,104.0,21.51,73.0,9.35,5.0,2.89,70.08,0
533,125.0,1.0,36.0,201.3,63.54999999999997,125.7,5.4,1.0,0.0,117.0,34.22,78.0,5.4,104.0,5.66,3.0,1.46,44.93,0
534,67.0,0.0,0.0,310.4,66.5,246.5,9.2,3.5,0.0,97.0,52.77,123.0,5.65,99.0,11.09,10.0,2.48,71.99,0
535,194.0,0.0,0.0,48.4,281.1,218.5,17.5,1.0,0.0,101.0,8.23,138.0,23.89,87.0,9.83,1.0,4.7250000000000005,46.86,0
536,128.0,1.0,40.0,171.2,145.7,196.8,14.0,1.0,0.0,88.0,29.1,109.0,12.38,93.0,8.86,6.0,3.78,54.12,0
537,190.0,1.0,22.0,166.5,183.0,121.0,8.5,0.0,0.0,93.0,28.31,92.0,15.56,102.0,5.44,3.0,2.3,51.61,0
538,165.0,0.0,0.0,216.6,190.8,224.7,12.4,0.0,0.0,126.0,36.82,104.0,16.22,123.0,10.11,8.0,3.35,66.5,0
539,59.0,0.0,0.0,107.8,216.6,217.5,9.9,2.0,0.0,113.0,18.33,125.0,18.41,92.0,9.79,3.0,2.67,49.2,0
540,47.0,1.0,28.0,141.3,168.0,113.5,7.8,1.0,0.0,94.0,24.02,108.0,14.28,84.0,5.11,2.0,2.11,45.52,0
541,150.0,1.0,29.0,209.9,158.0,141.9,6.6,0.0,0.0,77.0,35.68,52.0,13.43,113.0,6.39,1.0,1.78,57.28,0
542,152.0,1.0,20.0,237.5,253.4,265.2,14.2,3.5,0.0,120.0,40.38,94.0,21.54,80.0,11.93,3.0,3.83,77.68,1
543,26.0,0.0,0.0,234.5,216.5,191.6,3.5,3.0,0.0,109.0,39.87,129.0,18.4,94.0,8.62,6.0,0.95,67.84,0
544,79.0,1.0,31.0,103.1,243.0,76.4,12.2,3.0,0.0,90.0,17.53,135.0,20.66,92.0,3.44,8.0,3.29,44.92,0
545,95.0,1.0,27.0,129.5,248.9,268.0,11.9,1.0,0.0,106.0,22.02,90.0,21.16,115.0,12.06,3.0,3.21,58.45,0
546,69.0,0.0,0.0,279.8,248.7,171.0,8.4,2.0,0.0,90.0,47.57,91.0,21.14,118.0,7.69,10.0,2.27,78.67,1
547,95.0,1.0,41.0,136.8,200.8,133.7,10.3,3.5,0.0,91.0,23.26,61.0,17.07,67.0,6.02,9.0,2.78,49.13,1
548,31.0,1.0,31.0,100.1,246.3,255.0,5.9,0.0,0.0,54.0,17.02,97.0,20.94,131.0,11.48,3.0,1.59,51.03,0
549,121.0,1.0,31.0,237.1,205.6,196.7,10.1,3.5,0.0,63.0,40.31,117.0,17.48,85.0,8.85,5.0,2.73,69.37,0
550,111.0,0.0,0.0,172.8,183.1,158.8,7.9,3.5,0.0,58.0,29.38,108.0,15.56,104.0,7.15,3.0,2.13,54.22,1
551,157.0,0.0,0.0,224.5,200.7,116.6,11.5,2.0,0.0,111.0,38.17,99.0,17.06,118.0,5.25,2.0,3.11,63.59,0
552,44.0,0.0,0.0,288.1,258.0,192.4,10.2,3.0,0.0,112.0,48.98,92.0,21.93,90.0,8.66,4.0,2.75,82.32,1
553,61.0,0.0,0.0,78.2,195.9,108.0,10.1,2.0,0.0,103.0,13.29,149.0,16.65,100.0,4.86,6.0,2.73,37.53,0
554,65.0,0.0,0.0,148.7,259.0,149.5,12.7,2.0,0.0,80.0,25.28,94.0,22.02,107.0,6.73,6.0,3.43,57.46,0
555,74.0,1.0,25.0,194.6,119.9,175.5,13.1,2.0,0.0,84.0,33.08,103.0,10.19,75.0,7.9,2.0,3.54,54.71,0
556,123.0,0.0,0.0,159.5,303.8,226.9,12.0,0.0,0.0,77.0,27.12,92.0,25.82,120.0,10.21,4.0,3.24,66.39,0
557,58.0,1.0,20.0,194.5,213.7,236.6,9.5,1.0,0.0,110.0,33.07,89.0,18.16,92.0,10.65,2.0,2.57,64.45,0
558,74.0,0.0,0.0,174.1,251.1,257.6,8.3,2.0,0.0,96.0,29.6,94.0,21.34,123.0,11.59,5.0,2.24,64.77,1
559,125.0,0.0,0.0,131.8,136.7,308.2,7.7,2.0,0.0,97.0,22.41,100.0,11.62,119.0,13.87,6.0,2.08,49.98,0
560,80.0,0.0,0.0,160.6,237.0,245.1,10.7,1.0,0.0,103.0,27.3,109.0,20.15,88.0,11.03,1.0,2.89,61.37,0
561,53.0,1.0,18.0,146.8,310.0,178.7,7.2,0.0,0.0,107.0,24.96,84.0,26.35,130.0,8.04,7.0,1.94,61.29,0
562,99.0,1.0,28.0,200.7,264.2,172.7,9.1,1.0,0.0,88.0,34.12,116.0,22.46,102.0,7.77,5.0,2.46,66.81,0
563,99.0,0.0,0.0,145.6,98.3,230.8,10.9,1.0,0.0,106.0,24.75,106.0,8.36,83.0,10.39,5.0,2.94,46.44,0
564,66.0,1.0,29.0,229.4,257.4,231.5,8.0,2.0,0.0,104.0,39.0,84.0,21.88,119.0,10.42,1.0,2.16,73.46,0
565,97.0,0.0,0.0,211.0,189.0,123.0,4.7,3.0,0.0,76.0,35.87,100.0,16.07,102.0,5.54,4.0,1.27,58.75,0
566,75.0,1.0,37.0,121.5,271.4,248.7,11.3,2.0,0.0,97.0,20.66,110.0,23.07,97.0,11.19,5.0,3.05,57.97,0
567,85.0,0.0,0.0,216.0,188.2,147.1,3.6,2.0,0.0,73.0,36.72,117.0,16.0,98.0,6.62,7.0,0.97,60.31,0
568,108.0,0.0,0.0,293.0,160.6,143.9,10.0,2.0,0.0,88.0,49.81,101.0,13.65,87.0,6.48,6.0,2.7,72.64,0
569,133.0,1.0,32.0,221.1,264.9,168.9,15.4,2.0,0.0,137.0,37.59,99.0,22.52,108.0,7.6,4.0,4.16,71.87,1
570,51.0,0.0,0.0,181.5,196.9,187.2,10.3,1.0,0.0,108.0,30.86,87.0,16.74,119.0,8.42,2.0,2.78,58.8,0
571,186.0,1.0,26.0,74.3,177.3,296.3,14.5,2.0,0.0,107.0,12.63,116.0,15.07,90.0,13.33,3.0,3.92,44.95,0
572,44.0,0.0,0.0,62.3,275.0,138.7,10.8,1.0,0.0,92.0,10.59,82.0,23.38,108.0,6.24,3.0,2.92,43.13,0
573,64.0,1.0,31.0,228.6,248.5,167.1,9.0,3.0,0.0,88.0,38.86,109.0,21.12,124.0,7.52,1.0,2.43,69.93,0
574,44.0,0.0,0.0,228.1,276.5,279.8,9.9,2.0,0.0,121.0,38.78,79.0,23.5,77.0,12.59,5.0,2.67,77.54,1
575,114.0,1.0,36.0,309.9,200.3,183.5,14.2,1.0,0.0,90.0,52.68,89.0,17.03,105.0,8.26,2.0,3.83,81.8,0
576,92.0,0.0,0.0,201.9,226.8,217.5,13.7,3.0,0.0,74.0,34.32,119.0,19.28,80.0,9.79,6.0,3.7,67.09,0
577,110.0,0.0,0.0,149.8,180.0,140.0,11.7,2.0,0.0,112.0,25.47,93.0,15.3,119.0,6.3,4.0,3.16,50.23,0
578,90.0,1.0,30.0,183.8,229.7,144.1,7.7,1.0,0.0,76.0,31.25,95.0,19.52,124.0,6.48,3.0,2.08,59.33,0
579,72.0,1.0,21.0,186.7,335.0,187.2,16.5,1.0,0.0,108.0,31.74,86.0,28.48,119.0,8.42,4.0,4.46,73.1,0
580,113.0,0.0,0.0,209.4,338.35,246.0,7.4,1.0,0.0,151.0,35.6,113.0,28.759999999999998,116.0,11.07,2.0,2.0,78.19,1
581,171.0,1.0,25.0,223.2,183.2,150.8,10.2,3.0,0.0,77.0,37.94,118.0,15.57,90.0,6.79,3.0,2.75,63.05,0
582,104.0,0.0,0.0,164.2,155.4,168.9,10.7,1.0,0.0,109.0,27.91,90.0,13.21,117.0,7.6,8.0,2.89,51.61,0
583,165.0,0.0,0.0,150.5,193.1,311.6,10.3,1.0,0.0,75.0,25.59,93.0,16.41,93.0,14.02,2.0,2.78,58.8,0
584,104.0,0.0,0.0,234.2,293.1,183.9,9.8,0.0,0.0,128.0,39.81,92.0,24.91,79.0,8.28,6.0,2.65,75.65,1
585,110.0,0.0,0.0,55.3,164.7,200.7,10.2,1.0,0.0,102.0,9.4,124.0,14.0,108.0,9.03,5.0,2.75,35.18,0
586,90.0,0.0,0.0,221.8,203.8,215.8,8.4,1.0,0.0,97.0,37.71,134.0,17.32,152.0,9.71,4.0,2.27,67.01,0
587,114.0,0.0,0.0,169.6,63.54999999999997,179.3,7.4,1.0,0.0,85.0,28.83,86.0,5.4,124.0,8.07,8.0,2.0,43.91,0
588,101.0,0.0,0.0,89.7,260.1,170.1,13.5,3.5,0.0,118.0,15.25,79.0,22.11,93.0,7.65,10.5,3.65,48.66,1
589,117.0,1.0,14.0,80.2,219.0,122.6,8.6,1.0,0.0,81.0,13.63,103.0,18.62,102.0,5.52,2.0,2.32,40.09,0
590,109.0,0.0,0.0,218.9,299.9,158.6,11.3,2.0,0.0,105.0,37.21,87.0,25.49,110.0,7.14,4.0,3.05,72.89,0
591,82.0,0.0,0.0,125.7,207.6,183.1,12.9,1.0,0.0,96.0,21.37,137.0,17.65,103.0,8.24,2.0,3.48,50.74,0
592,92.0,0.0,0.0,176.3,93.4,207.2,9.6,2.0,0.0,85.0,29.97,125.0,7.94,107.0,9.32,1.0,2.59,49.82,0
593,82.0,1.0,29.0,207.2,254.1,169.3,9.5,2.0,0.0,111.0,35.22,137.0,21.6,92.0,7.62,5.0,2.57,67.01,0
594,90.0,0.0,0.0,205.7,161.9,269.7,12.5,2.0,0.0,138.0,34.97,83.0,13.76,104.0,12.14,6.0,3.38,64.25,0
595,87.0,1.0,28.0,151.4,152.4,250.1,3.1000000000000005,1.0,0.0,95.0,25.74,97.0,12.95,109.0,11.25,0.0,0.8449999999999995,49.94,0
596,124.0,0.0,0.0,157.5,130.7,193.4,9.6,3.0,0.0,70.0,26.78,79.0,11.11,98.0,8.7,4.0,2.59,49.18,0
597,39.0,0.0,0.0,160.4,102.6,235.3,9.1,2.0,0.0,68.0,27.27,103.0,8.72,106.0,10.59,5.0,2.46,49.04,0
598,84.0,0.0,0.0,159.0,167.9,167.6,12.3,1.0,0.0,80.0,27.03,128.0,14.27,101.0,7.54,5.0,3.32,52.16,0
599,75.0,1.0,46.0,214.1,200.9,246.8,9.2,0.0,0.0,62.0,36.4,111.0,17.08,126.0,11.11,6.0,2.48,67.07,0
600,102.0,0.0,0.0,102.6,246.0,170.5,9.1,2.0,0.0,89.0,17.44,77.0,20.91,140.0,7.67,4.0,2.46,48.48,0
601,62.0,0.0,0.0,159.7,197.5,121.6,13.9,0.0,0.0,86.0,27.15,76.0,16.79,105.0,5.47,6.0,3.75,53.16,1
602,143.0,0.0,0.0,202.8,165.8,143.9,4.6,1.0,0.0,109.0,34.48,104.0,14.09,71.0,6.48,4.0,1.24,56.29,0
603,53.0,0.0,0.0,57.5,265.5,244.3,11.6,3.0,0.0,95.0,9.78,131.0,22.57,128.0,10.99,6.0,3.13,46.47,0
604,30.0,0.0,0.0,169.9,225.2,169.7,11.4,1.0,0.0,144.0,28.88,118.0,19.14,93.0,7.64,7.0,3.08,58.74,0
605,112.0,0.0,0.0,325.45000000000005,212.5,265.0,12.7,2.0,0.0,77.0,55.33,109.0,18.06,132.0,11.93,8.0,3.43,87.63000000000001,1
606,129.0,0.0,0.0,139.5,289.3,129.4,13.1,0.0,0.0,119.0,23.72,105.0,24.59,97.0,5.82,8.0,3.54,57.67,0
607,63.0,1.0,29.0,142.3,118.7,240.1,6.6,1.0,0.0,107.0,24.19,56.0,10.09,91.0,10.8,8.0,1.78,46.86,0
608,28.0,0.0,0.0,187.8,248.6,208.8,10.6,0.0,0.0,94.0,31.93,86.0,21.13,124.0,9.4,5.0,2.86,65.32,0
609,111.0,0.0,0.0,146.2,261.5,163.2,8.7,3.0,0.0,55.0,24.85,83.0,22.23,116.0,7.34,3.0,2.35,56.77,0
610,91.0,0.0,0.0,231.8,150.6,269.2,11.6,3.0,0.0,120.0,39.41,106.0,12.8,129.0,12.11,7.0,3.13,67.45,0
611,90.0,0.0,0.0,193.7,154.2,299.0,12.7,1.0,0.0,83.0,32.93,79.0,13.11,60.0,13.46,3.0,3.43,62.93,0
612,151.0,0.0,0.0,156.4,233.4,195.7,7.7,3.5,0.0,108.0,26.59,118.0,19.84,141.0,8.81,6.0,2.08,57.32,0
613,105.0,1.0,29.0,220.7,217.7,190.5,13.2,1.0,0.0,82.0,37.52,110.0,18.5,100.0,8.57,6.0,3.56,68.15,1
614,41.0,1.0,37.0,239.8,221.9,189.1,7.3,2.0,0.0,110.0,40.77,115.0,18.86,100.0,8.51,1.0,1.97,70.11,0
615,48.0,1.0,43.0,172.0,200.2,233.1,8.0,1.0,0.0,111.0,29.24,64.0,17.02,96.0,10.49,5.0,2.16,58.91,0
616,166.0,1.0,35.0,128.2,274.5,298.9,8.8,2.0,0.0,138.0,21.79,113.0,23.33,130.0,13.45,7.0,2.38,60.95,0
617,79.0,0.0,0.0,130.2,290.9,194.8,14.0,3.0,0.0,119.0,22.13,121.0,24.73,140.0,8.77,6.0,3.78,59.41,0
618,153.0,0.0,0.0,195.4,154.6,142.8,11.6,1.0,0.0,107.0,33.22,96.0,13.14,97.0,6.43,6.0,3.13,55.92,0
619,110.0,0.0,0.0,293.3,188.5,266.9,14.5,0.0,0.0,79.0,49.86,90.0,16.02,91.0,12.01,4.0,3.92,81.81,1
620,163.0,0.0,0.0,191.3,193.9,268.4,12.8,1.0,0.0,89.0,32.52,87.0,16.48,121.0,12.08,4.0,3.46,64.54,0
621,126.0,0.0,0.0,122.4,143.8,157.0,11.5,1.0,0.0,88.0,20.81,111.0,12.22,106.0,7.07,3.0,3.11,43.21,0
622,105.0,1.0,33.0,209.6,146.9,121.0,10.6,2.0,0.0,68.0,35.63,140.0,12.49,131.0,5.44,3.0,2.86,56.42,0
623,172.0,0.0,0.0,215.7,146.3,264.6,7.1,3.0,0.0,140.0,36.67,84.0,12.44,83.0,11.91,1.0,1.92,62.94,0
624,126.0,0.0,0.0,161.4,220.6,249.2,5.1,0.0,0.0,110.0,27.44,125.0,18.75,78.0,11.21,2.0,1.38,58.78,0
625,97.0,0.0,0.0,144.2,226.7,144.6,13.8,3.0,0.0,91.0,24.51,137.0,19.27,72.0,6.51,4.0,3.73,54.02,0
626,95.0,1.0,37.0,220.2,185.3,205.1,4.1,0.0,0.0,109.0,37.43,99.0,15.75,82.0,9.23,2.0,1.11,63.52,1
627,87.0,0.0,0.0,256.2,160.7,249.4,7.4,3.5,0.0,105.0,43.55,102.0,13.66,80.0,11.22,2.0,2.0,70.43,0
628,97.0,0.0,0.0,112.7,217.7,152.1,6.5,1.0,0.0,119.0,19.16,109.0,18.5,76.0,6.84,5.0,1.76,46.26,0
629,76.0,0.0,0.0,299.5,226.7,210.7,13.7,0.0,0.0,125.0,50.92,92.0,19.27,134.0,9.48,4.0,3.7,83.37,1
630,140.0,0.0,0.0,194.8,170.9,225.1,13.9,0.0,0.0,107.0,33.12,99.0,14.53,93.0,10.13,4.0,3.75,61.53,0
631,169.0,0.0,0.0,100.8,230.0,193.6,9.5,0.0,0.0,112.0,17.14,69.0,19.55,95.0,8.71,2.0,2.57,47.97,0
632,68.0,1.0,22.0,82.5,289.9,180.0,4.8,3.0,0.0,97.0,14.03,94.0,24.64,114.0,8.1,4.0,1.3,48.07,0
633,122.0,1.0,34.0,146.4,89.7,220.0,15.6,2.0,0.0,104.0,24.89,103.0,7.62,91.0,9.9,4.0,4.21,46.62,0
634,36.0,0.0,0.0,177.9,224.6,306.3,10.8,2.0,0.0,129.0,30.24,87.0,19.09,102.0,13.78,6.0,2.92,66.03,0
635,120.0,1.0,27.0,153.5,194.0,256.5,10.2,3.5,0.0,84.0,26.1,73.0,16.49,94.0,11.54,7.0,2.75,56.88,0
636,121.0,0.0,0.0,150.7,197.3,169.0,9.2,1.0,0.0,105.0,25.62,133.0,16.77,116.0,7.61,10.5,2.48,52.48,0
637,64.0,1.0,19.0,180.1,127.5,237.4,7.5,0.0,0.0,106.0,30.62,92.0,10.84,118.0,10.68,3.0,2.03,54.17,0
638,13.0,1.0,31.0,265.3,147.6,259.3,12.9,1.0,0.0,94.0,45.1,95.0,12.55,117.0,11.67,1.0,3.48,72.8,0
639,106.0,0.0,0.0,128.6,134.0,210.6,11.4,0.0,0.0,83.0,21.86,114.0,11.39,113.0,9.48,2.0,3.08,45.81,0
640,88.0,0.0,0.0,161.5,173.5,206.2,7.9,2.0,0.0,92.0,27.46,108.0,14.75,95.0,9.28,4.0,2.13,53.62,0
641,74.0,0.0,0.0,165.3,198.5,208.5,9.8,1.0,0.0,120.0,28.1,106.0,16.87,102.0,9.38,3.0,2.65,57.0,0
642,83.0,0.0,0.0,195.0,210.5,180.6,11.0,0.0,0.0,92.0,33.15,83.0,17.89,92.0,8.13,10.5,2.97,62.14,0
643,49.0,0.0,0.0,213.8,265.1,239.8,15.6,0.0,0.0,79.0,36.35,93.0,22.53,128.0,10.79,7.0,4.21,73.88,0
644,111.0,1.0,24.0,205.5,219.3,215.9,14.0,1.0,0.0,114.0,34.94,99.0,18.64,95.0,9.72,4.0,3.78,67.08,0
645,50.0,1.0,22.0,252.9,177.9,158.4,8.5,3.0,0.0,112.0,42.99,99.0,15.12,146.0,7.13,4.0,2.3,67.54,0
646,153.0,1.0,28.0,235.6,227.9,170.3,15.4,0.0,0.0,74.0,40.05,46.5,19.37,103.0,7.66,9.0,4.16,71.24,0
647,88.0,0.0,0.0,192.0,127.6,155.6,7.5,1.0,0.0,91.0,32.64,127.0,10.85,125.0,7.0,5.0,2.03,52.52,0
648,131.0,1.0,39.0,69.1,101.3,104.8,9.1,0.0,0.0,122.0,11.75,136.0,8.61,94.0,4.72,4.0,2.46,31.23,0
649,79.0,0.0,0.0,261.7,210.6,256.7,6.0,3.0,0.0,97.0,44.49,48.0,17.9,83.0,11.55,3.0,1.62,75.56,1
650,140.0,0.0,0.0,235.5,257.2,103.1,11.5,2.0,0.0,81.0,40.04,130.0,21.86,111.0,4.64,4.0,3.11,69.65,0
651,105.0,0.0,0.0,213.4,204.9,179.7,9.5,1.0,0.0,100.0,36.28,52.0,17.42,93.0,8.09,6.0,2.57,64.36,0
